"Datum";"R_eff";"R_eff_lwr";"R_eff_upr"
2021-04-30;0,951080248306908;0,939765648625487;0,962461617143219
2021-05-01;0,948729178659217;0,937339175590029;0,960187015139171
2021-05-02;0,927663046390607;0,916314945529021;0,939080019390618
2021-05-03;0,903248878549517;0,891950109421334;0,914617777385864
2021-05-04;0,890826314665738;0,879469080974543;0,902255402406751
2021-05-05;0,875231360361912;0,863803207841235;0,886733574822534
2021-05-06;0,885132216621717;0,873435684571883;0,89690546821613
2021-05-07;0,891694566860169;0,879737176767127;0,903731554358539
2021-05-08;0,90353012303571;0,891280097042779;0,915862601890035
2021-05-09;0,88460070217626;0,872283409777859;0,897003154822101
2021-05-10;0,853207402537695;0,840912690064593;0,865590106597971
2021-05-11;0,840860286534401;0,828415803735547;0,853396259281975
2021-05-12;0,825804614442026;0,813186404108925;0,838518624863872
2021-05-13;0,827719916202869;0,814758659515216;0,840782037956608
2021-05-14;0,82403453671516;0,810747853036325;0,837427712808489
2021-05-15;0,846370542185516;0,832528583580353;0,8603250430203
2021-05-16;0,837282662931627;0,823149188238737;0,851534774840601
2021-05-17;0,811402275496285;0,797134092500979;0,825795268489791
2021-05-18;0,820059631419541;0,805321201152656;0,834929853856277
2021-05-19;0,808384179465037;0,793326755604897;0,823581194653157
2021-05-20;0,811625405495056;0,796086669112335;0,827312244770507
2021-05-21;0,817530354011631;0,801460205498668;0,833757804835072
2021-05-22;0,842064932835776;0,825264442124631;0,859032364054568
2021-05-23;0,836637102614163;0,819425305926297;0,854025305568638
2021-05-24;0,807872269064805;0,79051893197279;0,825411395137175
2021-05-25;0,801387845478315;0,783623605356657;0,819348420259974
2021-05-26;0,824898277975517;0,806322721015247;0,843682431205976
2021-05-27;0,865727791005318;0,846119255667682;0,885557819768029
